name,countries,n_as
"DATABASAURUS, LLC",US,1
Eastern Health,AU,1
"OOO PKF ""Delta Telekom""",RU,1
Oulun DataCenter Oy,FI,1
Ultranet Infotech Solution Private Limited,IN,1
ABCD ONLINE,BD,1
FlexTrade Systems Pte Ltd,SG,1
BRASILINK SERVIÇOS EIRELI,,1
"M-Pulse Fiber, LLC",US,1
Blue Sky Systems Limited,GB,1
Feral.io Ltd,GB,1
Wirels Connect (PTY) Ltd,ZA,1
SETEC ASTRONOMY INC,US,1
LINK BRASIL TELECOMUNICACOES LTDA,,1
FRANCISCO L SILVA DE ARAUJO,,1
"Innovative Scaling Technologies, Inc.",,1
ANIMASGR,,1
MVM Technology LLC,,1
rednesp,BR,1
SHEEPNET,ID,1
Autorité de Régulation des Communications Electroniques et des Postes (ARCEP),TG,1
GIGABIT S.A.L,LB,1
Friesen Electric,CA,1
SAFARICOM TELECOMMUNICATIONS ETHIOPIA PLC,ET,1
"EmailOversight, Inc.",US,1
JSC Rust Russia,RU,1
CRISTIANO HOLDEFER & CIA LTDA - ME,BR,1
EchoNet,PR;US,1
Teleperformance Netherlands B.V.,,1
Harley Security Solutions LLC,US,1
LLC BYCOM SYSTEMS,BY,1
PT Wistel Teknologi Solusi,ID,1
The Ministry of Compute Inc.,CA,1
Telefónica Celular de Bolivia S.A.,BO,1
Technical Centre Radio Systems Ltd.,UA,1
Armenian Card (ArCa) CJSC,AM,1
WEEX TELECOM,BR,1
Silver Star Telecom,,1
Connect House Informática Ltda-Me,,1
AdNotes (Pty) Ltd,ZA,1
Global Blue Holdings Aktiebolag,SE,1
DATACONNECT COTE D'IVOIRE,CI,1
FSUE ZashchitaInfoTrans,RU,1
Xaviero Xaviel Kajafas trading as Internalhost,NL,1
WiNext Kft.,HU,1
Montana State University - Billings,US,1
Omiplat LLC,RU,1
Innoseti LLC,RU,1
Telenor Pakistan (Pvt) Ltd,PK,1
Sharp Viewing Entertainment Corporation,PH,1
Quart-Soft LLC,UA,1
AOP,US,1
GREEN DATA SAS,FR,1
Skynet Dwarka,IN,1
Key IoT Limited,GB,1
Highland Networks Ltd,GB,1
"System Admin, LLC",US,1
Nitel,US,1
Nicolas Paparusso,FR,1
AIQUEL EDUARDO RAUL (CABLE VISION SP),AR,1
Dream Line LTD,UA,1
setaiga GmbH,CH,1
EUROLINE TELECOM LLC,UA,1
PT. Cashlez Worldwide Indonesia Tbk,ID,1
Unwired Communications Limited,KE,1
Pedro Antonio Collado Fernandez,ES,1
Hebei Kun Time Network Technology Co. Ltd.,CN,1
Zillion Network Inc.,US,1
MYWEB S.R.L.S.,IT,1
Digiscope Networks Private Limited,IN,1
Sony Cyber Net,BD,1
Pace University,US,1
"ADB.RU, Ltd.",RU,1
"Freedom Financial Network, LLC.",US,1
WILOHOSTING,PY,1
PT Tidar Lintas Nusa,ID,1
Cyberweb Networks Ltda,,1
Ozone aljadid for telecom and technology LLC,LY,1
Wifiber.es SL,ES,1
"TELNET CO.,LTD",KH,1
Kinet s.r.o,SK,1
PT Indo Teknologi Konstruksi,ID,1
SPEEDYFI NETWORKS PRIVATE LIMITED,IN,1
Saka Media,ID,1
SAS APINET,FR,1
Godnet Telecom,BR,1
Utande Internet Services,ZW,1
Scotnet.co.uk Ltd,GB,1
SPACENET WIFI TELECOM LTDA,,1
PT LINTAS JARINGAN TUNGKAL,ID,1
Powernet Aps,DK,1
Express Teleservice Corp,US,1
Scancom s.r.o.,CZ,1
Jhelum Vision Cable Network,PK,1
Vmps Internet Private Limited,IN,1
Sherpur Network,BD,1
Podolskie opticheskie seti Ltd.,UA,1
CONECTA PROVEDOR DE INTERNET LTDA. - ME,,1
CITYLINK INTERNET SOLUTIONS PRIVATE LIMITED,IN,1
Arda Daglioglu,TR,1
itm8 Sverige AB,SE,1
Five network Broadband Solution Pvt Ltd,IN,1
Aevoo SARL,FR,1
Nexusguard Pte. Ltd.,SG,1
PT Bakung Jaya Network,ID,1
MBD Connection,BD,1
"Echo Wireless, LLC",US,1
Ishmael Martin-Lacayo,US,1
Quality Service Provider BV,NL,1
"Metrabyte DataCenter Co.,Ltd",TH,1
Sportmaster Kazakhstan LLP,KZ,1
KM NETWORK,BD,1
NETPLUS TELEKOMUNIKASYON VE BILISIM HIZMETLERI LTD. STI,TR,1
LuxProvide S.A.,LU,1
PT. SHEN SAMUDRA INTERKONEKSI,ID,1
Pal Link for Investment Co.,PS,1
Metalmark Capital LLC,US,1
STEC.COM LLC,RU,1
The State Customs Service of Ukraine,UA,1
Braslink Network Inc,US,1
Texas Metronet,US,1
Tellusys Info Pvt Ltd,IN,1
PT Metrosolusi Teknologi Indonesia,ID,1
Manitoba Blue Cross,CA,1
ABC-HOSTERS LLC,US,1
V Dot Net Pty Ltd,ZA,1
TIMS IT SASAU,FR,1
Jordan Robert,GB,1
INEXA - Flavio Jose Penso Junior - ME,BR,1
MV TELECOM,,1
ATC INFOCOM SOLUTIONS PVT LTD,IN,1
Awareness Software Limited,GB,1
Fundación InnovaT,AR,1
OAKLAND UNIFIED SCHOOL DISTRICT,US,1
Dialplan,AU,1
HYW COMMUNICATIONS LTD,GB,1
Search IT,BD,1
MegaHostZone,IN,1
Contict B.V.,NL,1
SarLink LLC,RU,1
Aryon Pty Ltd,AU,1
Alewijnse Marine Galati SA,RO,1
Rahyab Payam Gostaran Co. P.J.S,IR,1
National Space Development Agency,JP,1
"North Atlantic Networks, LLC",US,1
PT Sambasnet Multidata Prima,ID,1
Michal Swierk trading as Alfa Komputer System,PL,1
FH OOe Studienbetriebs GmbH,AT,1
GigaCloud LLC,UA,1
PT. CBN Nusantara (NEX Datacenter),ID,1
David Dings,NL,1
Worldstar Network,TW,1
Dotmac Technologies Limited,NG,1
Checksum Network Security Services (PTY) LTD,ZA,1
Zeppelin Rusland Ltd,RU,1
Enric Aparisi Verdaguer,ES,1
Smart Serviço de Internet Ltda,BR,1
YEGIX Internet Exchange Community Ltd.,CA,1
Fibre Assets Ltd,GB,1
MILANIN NET,BR,1
Zachary Buller,GB,1
"Sparkplug Southwest, LLC.",US,1
Deno,US,1
National Social Security Institute,BG,1
MAGDALENA MARIA JASKOWSKA,PL,1
PT. Citramedia Network,ID,1
INFOIMAGE OF CALIFORNIA,US,1
W Network Inc.,PH,1
Russian Scientific Fund,RU,1
JSC StatusBank,BY,1
Hugo Blom,SE,1
Brain Technology SpA - Playnet,,1
NAVEX TELECOM,BR,1
Exacloud Factory,ES,1
Brambhani Traders Private Limited,IN,1
National Oil Company of Malawi Ltd,MW,1
Zoram Business Enterprise Private Limited,IN,1
Hoshi Network,,1
EscapeNet,AU,1
VELOSO NET SERV DE COMUNICACAO MULTIDIA EIRELI,BR,1
Pen Test Partners LLP,GB,1
TechAde,,1
Jaroslav Doubrava,CZ,1
N W Internet Service,ZA,1
Smart Integrated Telecommunications,ZA,1
SHERIE PLEXUS ISP PRIVATE LIMITED,IN,1
ICAN Solution Private Limited,IN,1
Juniata College,US,1
Juan Antonio Guerrero Gonzalez,ES,1
WEBHELP CAGRI MERKEZI ve MUSTERI HIZMETLERI A.S,TR,1
Citywisper LLC,US,1
Klayer LLC,US,1
Uniwersytet Kardynala Stefana Wyszynskiego,PL,1
Wydawnictwo Naukowe PWN SA,PL,1
TOPEX SP.Z. O. O. SPOLKA KOMANDYTOWA,PL,1
MTN Cameroon LTD,,1
"Pactoo, SAS",FR,1
WeNetwork SRL,IT,1
"Haviland Telephone Company, Inc.",US,1
OKAYAMA NETWORK INC.,JP,1
Cablelink & Holdings Corp. Transit AS Internet Service Provider Philippines,PH,1
"Com2Math, Inc.",KR,1
INFERNA LIMITED,HK,1
Bidang Data dan Sarana Informasi (BDSI) Sekjen DPR RI,ID,1
C.E.R.I.S.T.,DZ,1
Asia Pacific Telecom,TW,1
Fidelity Life Assurance Company Limited,NZ,1
University of Mary Washington,US,1
Garvoo Inc,US,1
Bangladesh Bureau of Educational Information and Statistics,BD,1
"Chiang Mai University, Thailand",TH,1
"Centric Fiber Florida, LLC",US,1
Pepkor Trading (Pty) Ltd,ZA,1
"Community Health Choice, Inc.",US,1
City of Buckeye,US,1
CI Capital Holding,EG,1
Equinox,HK,1
IDIGITALCAMP WEB SERVICES,IN,1
Canon IT Solutions Inc.,JP,1
NETWIRE INTERNET SOLUTIONS PVT LTD,IN,1
Gigatel Infocomm Pvt Ltd,IN,1
IT-Service David Froehlich,DE,1
Artem Lomakin,PY,1
PT Karya Aneka Persada,ID,1
IDECNET,,1
FOP Masaltsev Denis Leonidovich,UA,1
FullFibre Ltd,GB,1
PHPLAVATEC SOLUTIONS LTD,KE,1
Connect Communications Pvt Ltd.,PK,1
Adrian Pfeffer trading as DUKLANA IT e.U.,AT,1
CloudHosting SIA,LV,1
H2B Consulting BV,NL,1
FreeClix Ltd,GB,1
Kliksafe B.V.,NL,1
ICT CANADA,CA,1
Martinus Buijs trading as BuijsIT,NL,1
LUS Fiber,US,1
PT Media Annur Nusantara,ID,1
Maik Polman,NL,1
kazukichi,JP,1
Olga Holobrodska,UA,1
CCT Global Communications,VG,1
TEOLIS SAU,TG,1
Omega TV LLC,UA,1
PT Ayodya Data Internusa,ID,1
PT Indo Cahaya Network,ID,1
King's Net,BD,1
JOSE RIBAMAR PEREIRA JUNIOR - ME,BR,1
Daraco Services,,1
IX AndeSpark Perú,PE,1
Contrasec Oy,FI,1
Velocity Internet,BD,1
Dayton Realtime Equipment Company,US,1
Federico Martinez Fernandez,MX,1
Ar Telecom PT,PT,1
Duodecad IT Services Luxembourg,,1
Kyiv National Taras Shevchenko University,UA,1
Airnetz Broadband Services Private Limited,IN,1
FiberFlow Technologies Inc.,PH,1
Novatec Telecom Ltda ME,BR,1
Bright Star Network,BD,1
Apex Strata Ltd,IE,1
Multitelesystems LLC,RU,1
EagleNet s.a.r.l.,LB,1
"Kansuiun Co., Ltd",JP,1
Niagara Regional Broadband Networks Limited,CA,1
Arrow Energy Limited,AU,1
JANAK DIGITAL NETWORK PRIVATE LIMITED,IN,1
Lumity Technology Solutions Pty Ltd,AU,1
"Evolution Communications, Inc.",US,1
"Relay Technology, Inc",US,1
Zurita Network Technologies LLC,US,1
ARIYA NET ABAZAR PJSC,IR,1
HOSTPALACE DATACENTERS LTD,GB,1
"Universal Internet, Inc",US,1
MidMichigan Health,US,1
North Oaks Health System,US,1
"Prokhorov General Physics Institute, Russian Academy of Sciences, RAS (GPI)",RU,1
vincehc llc,US,1
"CWT US, LLC",US,1
"Tyco Integrated Security Canada, Inc.",CA,1
TOX FREE SOLUTIONS LIMITED,AU,1
Acess.Net Telecomunicacoes LTDA,BR,1
WEKKITECH LIMITED,KE,1
REDtone Engineering & Network Services Sdn Bhd,MY,1
WJY Limited,CN;GB,1
IBRD,US,1
DWebs Ltd,GB,1
Iruma CableTV,,1
MTN BENIN,BJ,1
JECTIX TELECOM,,1
E2 Info Solutions,IN,1
"MTC Communications, Inc.",US,1
Weiqi Yu,US,1
Optical Communication,BD,1
Willaegis Online Private Limited,IN,1
Livestream Software Srl,RO,1
MUS-IX,US,1
Sky Dragon Company With Limited Liability,IR,1
Gorokhov Kirill,RU,1
Martin's Point HealthCare,US,1
ERP Bulgaria Ltd,BG,1
"Capital Health System, Inc",US,1
CMB TAEGU BROADCAST SUSEONG,KR,1
Net Matrix,BD,1
binsar yunus herdianton sirait,ID,1
Domanski Zakrzewski Palinka sp. k.,PL,1
CLICKIP PROVEDORES DE ACESSO LTDA,BR,1
PegaNet Telecom,BR,1
Vixel Telecom,BR,1
N2K Inc.,US,1
"Atlantech Online, Inc.",US,1
Inform Communications Ltd.,KG,1
PT Andalan Pratama Indonusa,ID,1
Savoye SASU,FR,1
"Hugeserver Networks, LLC",,1
Posix Systems,ZA,1
"Ranger-Systems Co., Ltd.",JP,1
NETRPD SERVICES PRIVATE LIMITED,IN,1
SOCIETE FIDUCIAIRE INTERNATIONALE D AUDIT SELAS,,1
Insacom SpA,CL,1
PT Delapan Broadband Intermedia,ID,1
PT. Remala Abadi,ID,1
SONICTEST Ltd.,EE,1
Hack The Box Single Member Private Company,GR,1
"Jefferson Radiology, P.C.",US,1
San Francisco Superior Court,US,1
ShenZhenShiZongHengXinXiJiShuYouXianGongSi,CN,1
"Piedmont Rural Telephone Cooperative, Incorporated",US,1
"SEAKR Engineering, LLC",US,1
PT Adidaya Infocom Lestari,ID,1
SkyNet-Media LLC,UA,1
Krishiinet Infocom Private Limited,IN,1
Metropolis Networks Inc,US,1
WNT Telecommunication GmbH,AT,1
COMETAFIBER SERVICOS DE INTERNET LTDA,BR,1
Türk Telekom International,,1
AC Systemy Sp. z o. o.,PL,1
"VIHAAN TELECOMMUNICATION PVT. LTD,",,1
STATE GRID SHANGHAI MUNICIPAL ELECTRIC POWER COMPANY,CN,1
Carrollton City Schools District,US,1
OCULUS NETWORKS INC,US,1
THINQ,US,1
Northwest Mississippi Community College,US,1
"OJSC ""Keremet Bank""",KG,1
Start.ca,,1
Orbit Broadband,IN,1
Smartvelox Internet,BR,1
PT OMNIA TEKNOLOGI INDONESIA,ID,1
IP Communications Limited,BD,1
Royal Company Infinity LTDA,BR,1
FLASHNET TELECOMUNICACOES LTDA,BR,1
Bamboozle Web Services,,1
Ember Keske,DE,1
STE AFRICELL RDC SPRL,CD,1
ICONEX SPA,CL,1
UIN Raden Mas Said Surakarta,ID,1
White Tie Productions LLC,US,1
ORBE TELECOM,BR,1
Shane Mc Cormack,GB,1
NR Conexões que Fortalecem,BR,1
"Epic Servers, LLC",US,1
DolphinHost Limited,HK,1
Perspektiv Bredband AB,,1
Digital Technology Co.Ltd.,SA,1
Blockchain Creek B.V.,BE,1
CORPORATIVA CARRIER,,1
Internet Solutions Nigeria Limited,NG,1
Datatech UK Ltd,,1
Best Telecom Company Limited,LA,1
Christie Systems Services,AU,1
Max-Tech Media & Communications Pvt. Ltd.,IN,1
PT. UTARA NUSA MEDIA,ID,1
LEWITEL TELECOM,BR,1
healthAlliance N.Z. Ltd.,,1
Smartlink Broadband Services Pvt. Ltd.,IN,1
AllSafe Sarl,CH,1
Nutter,US,1
NetNordic Sweden AB,SE,1
SANSOM NETTECH PVT LTD,IN,1
"West Carolina Communications, LLC",US,1
OnTheGo,,1
Vitalijs Jurkevics,LV,1
Majid Soltanifard Razlighi,IR,1
DIREKTORAT BINA TEKNIK SUMBER DAYA AIR,ID,1
Pennytel,AU,1
Arrow Touch Private Limited,IN,1
First Data Polska S.A.,PL,1
HCN Dongjak,KR,1
City Development and Innovation PJSC,IR,1
Daily Herald Media Group,US,1
Kapsi Internet-kayttajat ry,FI,1
CJSC Joint Stock Insurance Company INGO Ukraine,UA,1
Arjen Zonneveld,NL,1
Netuity Networks Inc,CA,1
Bitway Telecom SRL,RO,1
Telstra (International),,1
PT Bhima Anugrah Pratama,ID,1
OpticalTel,,1
Tekify Broadband Internet Services,,1
MC NETWORKING Sh.p.k.,AL,1
PT. ANUGERAH SUMBER SUKSES ABADI,ID,1
AsiaPacificNewTechnologies Co. Ltd,TW,1
ZUX,BR,1
IT Systems(UA),,1
ZPOINT KOTA,IN,1
Nisatel LTD,AL,1
Airtel DRC,CD,1
Universitas Islam Negeri Syarif Hidayatullah Jakarta,ID,1
MANISHA TRADERS,IN,1
Inland Revenue NZ,,1
AMPAREX GmbH,,1
PHU Adamek,PL,1
USENET TELECOMUNICACOES PROVEDOR DE INTERNET LTDA,,1
ELGAE HOSPEDAGEM E DATACENTER LTDA,BR,1
Vine Networks Pty Ltd,AU,1
KOMEO SARL,FR,1
KVCHOSTING.COM LLC,US,1
SASU SYNPSH,FR,1
Colsecor Cooperativa Limitada,AR,1
SPANSCALE Corporation,US,1
Ormilon B.V.,NL,1
"Sector Telecom Ltd., OOO ""Sector Telecom"" - ISP in Bryansk, Russia",RU,1
Carrier Connect Systems Ltd.,CA,1
Lelantos Pte Ltd,SG,1
ABS - AKSES BERSAMA SEDAYA,ID,1
"LLC ""Lion-Trade""",RU,1
FENG SHENG YUAN,TW,1
"In-Q-Tel, Inc.",US,1
Associazione Vedica,IT,1
Ihlas Net A.S.,TR,1
"i3logix, Inc.",US,1
Arjun Infotech,IN,1
PT Bank BTPN Syariah Tbk,ID,1
Malvandigital Telecom Private Limited,IN,1
Naracom Kft.,HU,1
"San-in Cable Vision CO.,LTD(MABLE)",,1
SYSN LTD,GB,1
Broadband Pacenet India Pvt. Ltd,IN,1
Bulsatcom EAD,,1
Martin Lui,US,1
PassThru Technologies LLC,US,1
JET NETWORK TELECOMUNICAÇÃO LTDA,BR,1
Rmax Broadband Pvt Ltd,IN,1
Hostpoint AG,CH,1
FOP Demchuk Sergiy Olexandrovuch,UA,1
CORRIENTES TELECOMUNICACIONES S.A.P.E.M.,AR,1
Net Info Informatica Ltda,BR,1
DataKeepers (Pty) Ltd,ZA,1
1Wire Communications,US,1
LLC Ekspres Netvork,GE,1
Eastera Co. Ltd.,TJ,1
Wiland Ltd,,1
FRANCHE COMTE NET SAS,FR,1
Dinas Komunikasi Dan Informatika Kab. Pamekasan,ID,1
PE Skurykhin Mukola Volodumurovuch,UA,1
rack.black Verein,CH,1
Warner Bros. Interactive Entertainment,US,1
ING SERVIS d.o.o.,HR,1
FASTWEB TELECOMUNICACOES,BR,1
Panabo Satellite Cable Television Inc.,PH,1
InterMeDiaSud,,1
PT Lintas Persada Optika,ID,1
SPEED ONE,BD,1
Gigaline Teleservices Opc Private Limited,IN,1
SMS Traffic LLC,RU,1
ANTONIO HAROLDO P DE SOUZA,BR,1
Four Seasons Hosting LLC,US,1
AIRMAX LLC,GE,1
Time Network,CN,1
Cloudmylab.com,US,1
Yichen Shi,CN,1
"CyberAgent, Inc. Internet seminer",,1
DREAMNET PROVEDOR DE INTERNET LTDA - ME,BR,1
NTT DATA ROMANIA S.A.,RO,1
SIGNAL-TELECOM TELECOMUNICACIONES & T.I CIA.LTDA.,EC,1
IPC ROMAN ROMANOWSKI,PL,1
YNET MANAGEMENT,PL,1
Crossrims Pty Ltd,AU,1
OPTI Scientific Production Enterprise Ltd,UA,1
New Hope Telephone Cooperative,US,1
DIGINETBRASIL TELECOMINICAÇOES LTDA ME,BR,1
King Netsol Private Limited,IN,1
LightChange Technologies,US,1
Cats-Net Limited,TZ,1
LEKST TELECOM,BR,1
GLG PERU SAC,PE,1
AFTAB NAGAR ONLINE SERVICE (ANOS),BD,1
Patrick Stolzmann,DE,1
PT Fahasa Tri Data,ID,1
RNC Ltd.,UA,1
Two S One N Co Ltd,TH,1
NETFIL SRL,RO,1
Storm Net S.A.R.L,LB,1
Venn Technology Corp,US,1
"ELVISDK, s.r.o.",SK,1
DBCDE,AU,1
Prophetic AI Corporation,US,1
Alibaba Travel Company (LTD),IR,1
JSC ''IDEA BANK'',UA,1
UMMAH HOST,BD,1
Universitas Muhammadiyah Malang,ID,1
Cold Spring Harbor Laboratory,US,1
"Cable TV and Radio Company ""Production and Commercial Firm ""SUNDY"", private enterprise",UA,1
THY DO&CO Ikram Hizmetleri A.S.,TR,1
THE OPERATING OFFICE OF ZARUBEZHNEFT EP VIETNAM B.V. IN BA RIA - VUNG TAU PROVINCE - BLOCK 11-2,VN,1
mitelefono.com,US,1
T.I.E.T. di Franceschini Maris & C. sas,IT,1
Brainshare Technologies and Services Nigeria Limited,NG,1
PT Sumber Teknologi Sejahtera,ID,1
CozyCode GmbH,AT,1
Mobile Links Europe AB,SE,1
Vincenza Occhipinti trading as Nova Quadri s.a.s.,,1
Network Evolution,BR,1
UpCloud USA Inc,US,1
CONSULTIC SPRL,BE,1
Sherwood Broadband,US,1
Winet Voicetec Solutions AG,CH,1
Guardfox SRL,MD,1
BR7 Telecom,BR,1
ENEVE TELECOMUNICACOES LTDA,,1
LONNERBRO Anton,SE,1
Canaca,CA,1
PT Mekarsari Digital Teknologi,ID,1
Unitel LLC,,1
PT Shafanza Cahaya Utama,ID,1
EDNEY NUNES ZACARONE - ME,BR,1
RoyaleHosting B.V.,NL,1
PT Regynet Data Solusindo,ID,1
National Center for Research on Earthquake Engineering,TW,1
NETGOOL TELECOMUNICACOES,BR,1
PT Wirelessindo Solusi Teknologi,ID,1
Intaweb (Pty) Ltd.,ZA,1
ALPHANET CORP,PR,1
Stargate Connections Inc.,CA,1
Telecomunicações Nordeste Ltda.,BR,1
MAGE,CD,1
Performive,US,1
UM 02499 BUCURESTI,RO,1
Chumak plc,UA,1
GUANGDONG HIGHWAY BROADBAND NETWORK SERVICE CENTE,CN,1
cpap.com,US,1
Gyeongju University,KR,1
SureStream LLC,US,1
"Korea Investment Trust Management Securities Co.,LTD",KR,1
Vasylchenko Oleksandr,UA,1
PopUp WiFi LLC,US,1
TEVIO DATACENTER NO BRASIL LTDA,BR,1
RSU DR. SOETOMO,ID,1
TECHCOM PROVEDOR,BR,1
The Watershed Arts Trust Ltd,GB,1
H4Y Technologies LLC,US,1
DONNER SILVA MUNIZ,BR,1
"3E8 Broadband Solutions, LLC",,1
Tenneco Automotive Operating Company Inc.,US,1
PT Shasta Adhijaya,ID,1
Business Design Centre Ltd,GB,1
UNITY TECHNOLOGIES SF,US,1
ZPro Solutions,US,1
"RtVision, Inc.",US,1
Supreme Administrative Court,BG,1
"AS393941, LLC",CA,1
APPSYNERGY INC,US,1
Comflex Networks ApS,DK,1
FIBRA EMPRESAS LTDA,,1
Hayneville Fiber Transport,,1
KitsapWiFi,US,1
"Flashtalking, Inc.",US,1
"Augusta Health Care, Inc",US,1
EX Networks Limited,GB,1
RahaNET ISP Afghanistan,AF,1
Jetcoms Netindo AS17671,,1
Freunde der Meinungsfreiheit,CH,1
Kompleks-S OOO,RU,1
IGWAN.NET,FR,1
Vrd Webservices Pvt Ltd,IN,1
WeservIT,,1
Ometa Net Pvt. Ltd.,IN,1
OWS Networks,US,1
Pipex Network,BD,1
PT Mitra Integra Telekom,ID,1
KGIX LLC,US,1
"LaunchVPS, LLC",US,1
RLNET PROVEDOR,BR,1
SEEGENE MEDICAL FOUNDATION,KR,1
Fitnexe Limited,GB,1
Saber Healthcare Group LLC,US,1
CREDO-TELECOM,RU,1
Enrico Dominic Straehler,DE,1
InComm Japan K.K.,JP,1
Video Internet Technologies LTD.,UA,1
Wujidun Network Limited,HK,1
New Florence Telephone Company,US,1
Avago Technologies Internatonal Sales Pte. Ltd.,SG,1
"""Lucian Blaga"" University of Sibiu",RO,1
Atfenix Data Centre Private Limited,IN,1
"Restaurant Supply Chain Solutions, LLC",US,1
HOPI TELECOMMUNICATIONS,US,1
Norsk Tipping AS,NO,1
Florida Atlantic University,US,1
Saint Louis Zoo,US,1
"Northwest Access Exchange, Inc.",,1
Wiza Solutions Pty Ltd,ZA,1
rh-tec Business GmbH,DE,1
Marco Hegenberg,DE,1
Gnana 11 Communication Private Limited,IN,1
Kirino LLC,US,1
"CROSS CONNECT LAC, S.A.",,1
PoloCloud Computing (Hong Kong) Limited,HK,1
Resources Link Network Limited,HK,1
Paratus Group Holdings LTD,NA,1
"MojoHost, B.V.",NL,1
UAB Blue Bridge,LT,1
EZVERIFY & VALIDATE LLC,US,1
Lu Wang,CN,1
PT Blip Integrator Provider,ID,1
Dhanvantari Telecom,LV,1
VNETWORK Joint Stock Company,VN,1
CALIU LTD,GB,1
SHREE SAI BROADBAND SERVICES PRIVATE LIMITED,IN,1
"XinLianWangXun Co,Ltd",CN,1
xpoundit GmbH & Co. KG,DE,1
Business Network,BD,1
Fanth sp. z o.o.,PL,1
2Connect Telecommunications Infrastructure & Network Services Ltd.,HU,1
Overkill Interbuzz LLC,US,1
Ambientia Group Oy,FI,1
Keumgang Cable Network,KR,1
"LiteWire Internet Services, Inc.",US,1
Elemono LLC,US,1
JIREH Technologies (PTY) Ltd.,ZA,1
Geenet OY,EE,1
AUS IT SERVICES PTY LTD,AU,1
PSNET SOLUTIONS PRIVATE LIMITED,IN,1
TransMedia Technologies (AP) Pvt. Ltd.,IN,1
CG Communications Limited,NP,1
StarTelecom Plus,UA,1
AKD NETWORK PVT LTD,IN,1
Monroe County Community School Corporation,US,1
Iran Cell Service and Communication Company,IR,1
Tollon Limited,GB,1
MUYA FIBRE CONSTRUCTION LTD,SS,1
Spacetrade Internet Pvt Ltd,IN,1
"SIA ""Global Cloud""",LV,1
Kapalvaeding ehf.,IS,1
Naveum AG,CH,1
VPSRE.NET LLC,VN,1
CALIFORNIA BAPTIST UNIVERSITY,US,1
UniFocus LP,US,1
Austin Bestline,US,1
Giga Speed Provedor de acessi a internet LTDA,BR,1
Conecttiva Telecom,BR,1
Bennet Gallein IT Solutions UG haftungsbeschraenkt,DE,1
"Zella Technologies, LLC",US,1
Libyan International Telecommunication Company,LY,1
NOVARISE INTERNATIONAL LIMITED,HK,1
Acushnet Communication Private Limited,IN,1
BDNet Soluções Tecnológicas LTDA,BR,1
Dube TradePort,ZA,1
Vox Telecom,ZA,1
Fibercom Technologies (Private) Limited,PK,1
METACRYPT (OPC) PRIVATE LIMITED,IN,1
YUWAN NETWORKS LIMITED,GB,1
Midstates Data Transport,US,1
MAST TELECOMUNICACOES E INFORMATICA LTDA,BR,1
AVA TELECOMUNICACOES LTDA,BR,1
RVT Serviços de Telecomunicações Ltda.,BR,1
IT TeleNet Ltd.,UA,1
Lurot Alexis,BE,1
"Yamanashi CATV Co,. ltd",JP,1
Michael Gernoth,DE,1
Patrick Fennell,AU,1
"Telecom International Myanmar Co., Ltd",MM,1
DMM.com LLC,JP,1
Net Aki Internet,,1
Aljuman Aljadeed Limited Liability company,LY,1
Orange Cameroun SA,CM,1
AWEB LLC,US,1
iNet,BD,1
CLICK & NAVEGUE TELECOMUNICAÇÕES LTDA-ME,BR,1
LEOGRID SAS,FR,1
Sarvada Net,IN,1
Max Schwarz,DE,1
WWW Passport Inc,US,1
EasySolutions GmbH,AT,1
"Tianjin Xinyulong Intelligent Technology Co., Ltd",CN,1
EQUINIX (AUSTRALIA) ENTERPRISES PTY LIMITED,AU,1
"ACQUION, Inc.",US,1
THE RELIGIOUS CENTER OF JEHOVAHS WITNESSES IN UKRAINE,UA,1
Netvision Internet India Pvt Ltd,IN,1
CloudNow GmbH,AT,1
Brunei Shell Petroleum Company Sdn Bhd,BN,1
Zuers.net Betriebs GmbH,AT,1
RCI Broadband,US,1
OTEnet,,1
"Signal Service LLC,",,1
KEITH.NET,PH,1
N4 Telecomunicacoes LTDA ME,BR,1
System Net Ltd,GE,1
Pich Tantichukiatikul,TH,1
FSF Tecnologia LTDA ME,BR,1
"Heaven Express, LLC",,1
Vincent Morvan,FR,1
Enabling ICT Solutions (Pty) Ltd,ZA,1
RAL INFO SERV SRL,RO,1
NET-BIS z o.o.,PL,1
VIAFIBRA TELECOMUNICACOES LTDA,BR,1
Humanfrog d.o.o.,SI,1
EJ TELECOM LTDA - ME,BR,1
Netpico Labs Private Limited,IN,1
BitCo,ZA,1
"Limited liability company ""Sentinel Credit Management""",RU,1
TELDROPS INTERNET SERVICES PVT LTD,IN,1
Young Brain India,IN,1
Grinnell Mutual Reinsurance Company,US,1
W I X NET DO BRASIL,,1
Maijdee Supernet,BD,1
Universitas Sultan Ageng Tirtayasa,ID,1
Centar Novih Tehnologija DOO,RS,1
SMARTNET,KZ,1
No Ack Hosting,SE,1
CONECTA FIBRA TELECOM,BR,1
INTER GROUP VIET NAM JOINT STOCK COMPANY,VN,1
TIGER SECURITY SERVICES SA,RO,1
Technobot Technologies Private Limited,IN,1
Filip informatika d.o.o.,HR,1
HELP University Sdn. Bhd.,MY,1
Founderbn,CN,1
CJSC Babilon-Mobile,TJ,1
Ameliorate Laboratories Incorporated,CA,1
"Digitech Systems, LLC.",US,1
"System Projects, LLC",RU,1
CERNET2 IX at Zhengzhou University,CN,1
Qiuchen Liu,CN,1
Orbit Technology,BD,1
Mater Misericordiae Ltd,AU,1
